accx, accy, accz, magx, magy, magz, roll, pitch, yaw
-0.002013, -0.717421, 0.738771, -0.534240, 0.200900, -0.501620, -0.770738, 0.001955, -1.276557
0.032086, -0.712358, 0.762073, -0.536620, 0.194320, -0.495180, -0.751693, -0.030748, -1.288816
-0.011346, -0.707173, 0.715103, -0.539700, 0.191800, -0.501900, -0.779823, 0.011281, -1.294784
-0.023790, -0.703696, 0.734928, -0.543900, 0.199920, -0.488040, -0.763692, 0.023377, -1.284007
-0.021655, -0.720349, 0.710833, -0.545300, 0.193480, -0.481600, -0.792047, 0.021395, -1.295289
-0.002501, -0.737673, 0.679418, -0.545300, 0.193480, -0.481600, -0.826484, 0.002494, -1.295289
-0.000915, -0.743529, 0.677588, -0.543620, 0.195860, -0.477820, -0.831766, 0.000910, -1.290435
0.008235, -0.747067, 0.677771, -0.546000, 0.192500, -0.475020, -0.833994, -0.008164, -1.297289
0.010675, -0.752557, 0.667889, -0.548660, 0.185780, -0.478660, -0.844934, -0.010609, -1.309757
0.009821, -0.753228, 0.668133, -0.545300, 0.189840, -0.475720, -0.845196, -0.009754, -1.301231
0.006588, -0.751154, 0.669536, -0.545300, 0.189840, -0.475720, -0.842785, -0.006547, -1.301231
0.003965, -0.740479, 0.696010, -0.549920, 0.187040, -0.471800, -0.816345, -0.003902, -1.308398
-0.004575, -0.741455, 0.690825, -0.545860, 0.189000, -0.476280, -0.820733, 0.004514, -1.302923
0.009333, -0.748043, 0.676978, -0.547400, 0.192780, -0.483560, -0.835226, -0.009250, -1.297636
-0.014579, -0.729011, 0.724802, -0.547540, 0.194040, -0.480620, -0.788293, 0.014181, -1.295670
-0.015128, -0.741211, 0.715103, -0.547540, 0.194040, -0.480620, -0.803324, 0.014687, -1.295670
0.014884, -0.743285, 0.705404, -0.547540, 0.198800, -0.479920, -0.811541, -0.014524, -1.287968
0.017568, -0.747006, 0.689178, -0.542360, 0.192360, -0.479220, -0.825641, -0.017284, -1.295415
0.016592, -0.748897, 0.688080, -0.547120, 0.186620, -0.474600, -0.827696, -0.016313, -1.307526
0.010309, -0.751032, 0.678991, -0.548520, 0.188720, -0.471660, -0.835733, -0.010182, -1.304879
0.011651, -0.753655, 0.663558, -0.548520, 0.188720, -0.471660, -0.848886, -0.011602, -1.304879
0.009272, -0.751459, 0.670390, -0.546140, 0.187460, -0.475860, -0.842353, -0.009207, -1.305601
0.008174, -0.753167, 0.674416, -0.545580, 0.186200, -0.473760, -0.840506, -0.008085, -1.307353
0.019154, -0.750727, 0.698145, -0.543340, 0.186480, -0.475440, -0.821674, -0.018681, -1.305633
0.020862, -0.758413, 0.692594, -0.543200, 0.184240, -0.476000, -0.830728, -0.020309, -1.309247
0.026901, -0.757803, 0.684481, -0.543200, 0.184240, -0.476000, -0.836192, -0.026337, -1.309247
0.011834, -0.750483, 0.696864, -0.546840, 0.186480, -0.468300, -0.822428, -0.011555, -1.307599
0.004758, -0.748287, 0.697108, -0.546840, 0.187040, -0.470120, -0.820792, -0.004652, -1.306682
0.006771, -0.761707, 0.673501, -0.547400, 0.185360, -0.474740, -0.846780, -0.006659, -1.309746
0.002074, -0.746335, 0.678930, -0.547120, 0.194600, -0.467320, -0.832656, -0.002056, -1.294520
0.001769, -0.776713, 0.650138, -0.547120, 0.194600, -0.467320, -0.873876, -0.001746, -1.294520
0.017324, -0.773541, 0.635071, -0.550060, 0.189280, -0.463680, -0.883386, -0.017308, -1.304830
0.018483, -0.777140, 0.640317, -0.555100, 0.187040, -0.460740, -0.881627, -0.018353, -1.311246
0.004636, -0.771101, 0.651785, -0.552160, 0.193060, -0.460740, -0.869057, -0.004592, -1.299888
0.032513, -0.790865, 0.624213, -0.553000, 0.183680, -0.459480, -0.902627, -0.032259, -1.315559
0.036051, -0.788730, 0.629398, -0.553000, 0.183680, -0.456400, -0.897283, -0.035712, -1.315559
0.019520, -0.779824, 0.636047, -0.555380, 0.189560, -0.456400, -0.886598, -0.019395, -1.307329
0.017446, -0.776469, 0.646173, -0.552580, 0.185920, -0.458220, -0.876731, -0.017269, -1.311686
0.013115, -0.766526, 0.659959, -0.559160, 0.183120, -0.459480, -0.859966, -0.012965, -1.319763
0.002928, -0.758596, 0.669231, -0.554960, 0.196140, -0.461860, -0.847905, -0.002894, -1.296518
0.009272, -0.758047, 0.669231, -0.556780, 0.189560, -0.464800, -0.847546, -0.009169, -1.308097
0.014030, -0.757132, 0.670390, -0.556780, 0.189560, -0.464800, -0.846088, -0.013873, -1.308097
0.011590, -0.736514, 0.676368, -0.557060, 0.193620, -0.471100, -0.827942, -0.011590, -1.301733
0.017751, -0.763171, 0.667035, -0.547400, 0.198100, -0.478520, -0.852515, -0.017511, -1.289016
0.027328, -0.556076, 0.799954, -0.552720, 0.193340, -0.481740, -0.607453, -0.028043, -1.299752
-0.012749, -0.576877, 0.795074, -0.547960, 0.194180, -0.479640, -0.627678, 0.012978, -1.295684
-0.044591, -0.752679, 0.684847, -0.547960, 0.194180, -0.479640, -0.832550, 0.043791, -1.295684
-0.015189, -0.688629, 0.832284, -0.546840, 0.192920, -0.492240, -0.691224, 0.014060, -1.297087
-0.043554, -0.660081, 0.826123, -0.545160, 0.192220, -0.493500, -0.674137, 0.041165, -1.297263
0.015494, -0.712419, 0.756583, -0.538720, 0.200620, -0.501480, -0.755343, -0.014908, -1.279756
0.029524, -0.691130, 0.746457, -0.541240, 0.189980, -0.501340, -0.746931, -0.029014, -1.298673
-0.032879, -0.654591, 0.782081, -0.541240, 0.189980, -0.501340, -0.696890, 0.032227, -1.298673
-0.002806, -0.671061, 0.758840, -0.530040, 0.192640, -0.508340, -0.724087, 0.002770, -1.287645
-0.010919, -0.660569, 0.771101, -0.526120, 0.189840, -0.516740, -0.708346, 0.010753, -1.289956
-0.010004, -0.648369, 0.780068, -0.526400, 0.185220, -0.519400, -0.693460, 0.009862, -1.297914
0.004270, -0.638182, 0.772931, -0.520240, 0.194040, -0.527380, -0.690196, -0.004260, -1.279246
-0.007930, -0.623725, 0.773724, -0.520240, 0.194040, -0.527380, -0.678470, 0.007979, -1.279246
-0.015616, -0.614514, 0.790926, -0.517720, 0.192080, -0.524020, -0.660530, 0.015590, -1.280977
-0.044042, -0.626653, 0.811483, -0.516460, 0.189280, -0.530880, -0.657578, 0.042930, -1.284953
-0.022143, -0.602741, 0.827099, -0.505820, 0.195440, -0.536760, -0.629756, 0.021633, -1.267534
-0.021106, -0.593042, 0.827404, -0.503720, 0.188160, -0.532560, -0.621880, 0.020730, -1.278755
-0.028487, -0.587979, 0.822036, -0.503720, 0.188160, -0.532560, -0.620902, 0.028179, -1.278755
-0.016836, -0.585905, 0.821609, -0.500780, 0.190120, -0.537180, -0.619477, 0.016682, -1.273407
-0.022265, -0.573705, 0.829478, -0.494060, 0.189560, -0.540260, -0.605097, 0.022073, -1.269889
-0.029341, -0.561261, 0.854549, -0.491540, 0.183960, -0.545440, -0.581135, 0.028691, -1.278131
-0.029036, -0.554978, 0.852414, -0.489720, 0.191240, -0.546560, -0.577124, 0.028538, -1.263949
-0.027755, -0.550708, 0.849669, -0.489720, 0.191240, -0.546560, -0.575069, 0.027405, -1.263949
-0.034526, -0.543571, 0.848083, -0.488040, 0.185640, -0.552440, -0.569980, 0.034261, -1.272768
-0.034160, -0.536251, 0.851804, -0.490000, 0.192500, -0.559020, -0.561863, 0.033925, -1.261913
-0.036112, -0.531066, 0.845094, -0.485240, 0.202580, -0.556920, -0.561048, 0.036165, -1.240759
-0.038552, -0.526491, 0.843630, -0.483000, 0.196420, -0.569520, -0.557936, 0.038748, -1.250006
-0.045628, -0.510509, 0.868823, -0.483000, 0.196420, -0.569520, -0.531242, 0.045248, -1.250006
-0.058438, -0.498919, 0.876204, -0.479080, 0.203420, -0.565740, -0.517623, 0.057893, -1.234710
-0.057462, -0.483059, 0.880047, -0.480340, 0.206360, -0.571480, -0.501999, 0.057176, -1.230475
-0.067344, -0.484523, 0.902983, -0.487060, 0.208320, -0.573020, -0.492482, 0.065622, -1.232083
-0.045750, -0.433710, 0.897798, -0.481320, 0.218960, -0.580860, -0.450022, 0.045852, -1.209312
-0.031903, -0.468419, 0.905850, -0.481320, 0.218960, -0.580860, -0.477237, 0.031274, -1.209312
-0.051789, -0.456463, 0.886147, -0.474740, 0.208740, -0.582540, -0.475662, 0.051908, -1.221996
-0.061854, -0.383568, 0.907314, -0.475020, 0.211680, -0.592620, -0.399964, 0.062710, -1.217038
-0.047702, -0.410347, 0.928237, -0.467740, 0.215320, -0.591500, -0.416241, 0.046967, -1.204826
-0.059170, -0.432673, 0.906033, -0.469420, 0.212380, -0.598080, -0.445524, 0.058864, -1.211373
-0.058255, -0.380762, 0.925187, -0.469420, 0.212380, -0.598080, -0.390425, 0.058162, -1.211373
-0.050630, -0.390156, 0.931653, -0.463960, 0.220220, -0.602000, -0.396589, 0.050084, -1.193081
-0.069662, -0.339953, 0.966789, -0.457100, 0.219800, -0.612080, -0.338127, 0.067871, -1.188029
-0.065270, -0.341539, 0.951966, -0.457940, 0.217280, -0.614320, -0.344468, 0.064446, -1.193228
-0.076067, -0.289018, 0.953308, -0.451360, 0.228480, -0.613620, -0.294366, 0.076213, -1.167648
-0.050874, -0.254553, 1.001437, -0.451360, 0.228480, -0.613620, -0.248916, 0.049196, -1.167648
-0.053192, -0.306159, 0.963007, -0.448560, 0.224280, -0.614040, -0.307815, 0.052591, -1.172599
-0.032696, -0.279563, 0.957822, -0.449540, 0.221900, -0.622720, -0.283985, 0.032757, -1.177719
-0.037942, -0.319762, 0.964349, -0.441140, 0.225400, -0.626360, -0.320175, 0.037328, -1.163878
-0.059414, -0.282247, 0.972340, -0.445480, 0.224700, -0.623420, -0.282512, 0.058615, -1.169085
-0.059414, -0.274012, 0.979965, -0.441420, 0.224700, -0.632100, -0.272651, 0.058323, -1.165393
-0.057767, -0.270718, 0.972584, -0.441420, 0.229320, -0.632100, -0.271477, 0.057158, -1.157116
-0.049288, -0.273219, 0.959347, -0.438480, 0.226380, -0.634340, -0.277451, 0.049372, -1.159657
-0.064721, -0.260470, 0.962519, -0.442400, 0.231700, -0.633920, -0.264283, 0.064816, -1.153792
-0.051972, -0.245220, 0.949465, -0.436940, 0.234220, -0.635740, -0.252749, 0.052950, -1.144179
-0.089121, -0.255041, 0.963983, -0.438900, 0.232400, -0.640500, -0.258644, 0.089139, -1.149274
-0.069357, -0.246928, 0.962885, -0.438900, 0.232400, -0.640500, -0.251036, 0.069660, -1.149274
-0.071370, -0.230153, 0.967399, -0.432180, 0.232680, -0.643020, -0.233567, 0.071649, -1.142363
-0.082838, -0.220027, 0.979294, -0.427420, 0.236040, -0.649880, -0.221009, 0.082345, -1.131682
-0.072407, -0.205753, 0.976915, -0.427420, 0.231980, -0.650300, -0.207581, 0.072400, -1.138990
-0.060207, -0.204716, 0.975756, -0.420420, 0.239820, -0.653380, -0.206803, 0.060315, -1.117854
-0.129137, -0.214964, 0.957456, -0.420420, 0.239820, -0.653380, -0.220854, 0.130847, -1.117854
-0.066124, -0.190198, 0.974780, -0.411180, 0.233380, -0.659400, -0.192698, 0.066481, -1.120002
-0.065453, -0.269498, 0.929579, -0.409220, 0.225820, -0.665980, -0.282178, 0.067524, -1.131999
-0.046848, -0.189344, 0.972096, -0.396060, 0.229460, -0.664860, -0.192370, 0.047269, -1.111144
-0.061610, -0.142008, 0.991677, -0.395780, 0.219660, -0.665700, -0.142233, 0.061422, -1.129568
-0.069052, -0.117303, 1.017602, -0.395780, 0.219660, -0.665700, -0.114767, 0.067309, -1.129568
-0.063745, -0.067405, 1.021506, -0.386260, 0.217280, -0.669900, -0.065890, 0.062187, -1.123839
-0.029341, -0.113948, 0.995581, -0.377440, 0.220780, -0.674940, -0.113958, 0.029272, -1.106973
-0.043798, -0.046421, 1.022238, -0.367500, 0.210280, -0.676060, -0.045380, 0.042775, -1.116526
-0.047946, -0.038308, 1.020530, -0.356860, 0.208320, -0.673540, -0.037520, 0.046914, -1.107855
-0.018056, -0.088633, 1.005951, -0.356860, 0.208320, -0.673540, -0.087882, 0.017878, -1.107855
-0.048495, -0.020130, 1.009855, -0.346780, 0.199220, -0.679980, -0.019931, 0.047975, -1.114799
-0.032574, -0.033916, 0.998448, -0.343980, 0.196420, -0.676760, -0.033956, 0.032594, -1.117407
-0.054595, -0.051972, 0.997045, -0.336840, 0.197680, -0.679000, -0.052079, 0.054628, -1.105540
-0.007747, -0.128771, 0.990152, -0.339080, 0.191100, -0.676620, -0.129326, 0.007759, -1.123034
-0.024644, -0.101504, 0.978257, -0.339080, 0.191100, -0.676620, -0.103390, 0.025052, -1.123034
-0.048434, -0.059597, 0.991982, -0.340340, 0.192780, -0.682500, -0.060007, 0.048699, -1.120874
-0.038125, 0.014152, 0.985028, -0.338800, 0.191520, -0.686700, 0.014366, 0.038681, -1.121740
-0.037149, -0.000183, 0.925126, -0.340060, 0.187320, -0.690900, -0.000198, 0.040134, -1.132755
0.056547, -0.055693, 0.999363, -0.327040, 0.188580, -0.684460, -0.055671, -0.056435, -1.113190
-0.038979, -0.025986, 0.998631, -0.327040, 0.188580, -0.684460, -0.026016, 0.038999, -1.113190
-0.021655, -0.074969, 1.017419, -0.333200, 0.184380, -0.680540, -0.073553, 0.021224, -1.130826
-0.042517, -0.014762, 0.991799, -0.336140, 0.187180, -0.685860, -0.014883, 0.042838, -1.128158
-0.036417, -0.023302, 0.992104, -0.328160, 0.186760, -0.683060, -0.023483, 0.036680, -1.118848
-0.033733, -0.011346, 0.997411, -0.328720, 0.183400, -0.687960, -0.011375, 0.033805, -1.127341
-0.031903, -0.018422, 0.992592, -0.328720, 0.183400, -0.687960, -0.018557, 0.032125, -1.127341
-0.033001, -0.009821, 0.995642, -0.324520, 0.190540, -0.685020, -0.009864, 0.033132, -1.105333
-0.035624, -0.006649, 0.997899, -0.326200, 0.185080, -0.685860, -0.006663, 0.035683, -1.120156
-0.024400, -0.014457, 0.995398, -0.327040, 0.185080, -0.690480, -0.014523, 0.024505, -1.121259
-0.031415, -0.007503, 0.995459, -0.324800, 0.187180, -0.691880, -0.007537, 0.031547, -1.113441
-0.035746, 0.000183, 0.993202, -0.324800, 0.187180, -0.691880, 0.000184, 0.035975, -1.113441
-0.049898, 0.005307, 0.990091, -0.325780, 0.182980, -0.692300, 0.005360, 0.050354, -1.124489
-0.023241, -0.005673, 0.997411, -0.328300, 0.185080, -0.688940, -0.005688, 0.023297, -1.122906
-0.044042, 0.005124, 0.996374, -0.321020, 0.188160, -0.685860, 0.005143, 0.044173, -1.106086
-0.010980, -0.022875, 0.995581, -0.326200, 0.182840, -0.691040, -0.022972, 0.011025, -1.125366
-0.030439, 0.001281, 0.996618, -0.326200, 0.182840, -0.691040, 0.001285, 0.030533, -1.125366
-0.022448, 0.002074, 0.993446, -0.320880, 0.190820, -0.694680, 0.002088, 0.022592, -1.099750
-0.028548, 0.008967, 0.993995, -0.322280, 0.192780, -0.693280, 0.009021, 0.028711, -1.097169
-0.042212, 0.003416, 0.996008, -0.325220, 0.191100, -0.697060, 0.003430, 0.042356, -1.104993
-0.023729, 0.005612, 0.998570, -0.322560, 0.197820, -0.695380, 0.005620, 0.023758, -1.086118
-0.026962, 0.012688, 0.993934, -0.322560, 0.197820, -0.695380, 0.012765, 0.027118, -1.086118
-0.028548, 0.013359, 0.997411, -0.320320, 0.189840, -0.697060, 0.013393, 0.028612, -1.101243
-0.026047, 0.011224, 0.997716, -0.323540, 0.195300, -0.697480, 0.011249, 0.026099, -1.093158
-0.026718, 0.012505, 1.003267, -0.316540, 0.194600, -0.693560, 0.012464, 0.026623, -1.085035
-0.024278, 0.017812, 0.997960, -0.325500, 0.194740, -0.693700, 0.017847, 0.024319, -1.097093
-0.020862, 0.019337, 0.997960, -0.321580, 0.195720, -0.701120, 0.019374, 0.020898, -1.089513
-0.032330, 0.019947, 1.007720, -0.321580, 0.195720, -0.701120, 0.019792, 0.032065, -1.089513
-0.022875, 0.017995, 1.008696, -0.320740, 0.196560, -0.695100, 0.017838, 0.022670, -1.086444
-0.023241, 0.033794, 0.999302, -0.325640, 0.196000, -0.702100, 0.033805, 0.023240, -1.094437
-0.028121, 0.042029, 0.999241, -0.317940, 0.198940, -0.703920, 0.042036, 0.028110, -1.077132
-0.020008, 0.051789, 0.990396, -0.318080, 0.195720, -0.706440, 0.052244, 0.020172, -1.084640
-0.022082, 0.060512, 0.991677, -0.318080, 0.195720, -0.706440, 0.060944, 0.022222, -1.084640
-0.028609, 0.067100, 0.995520, -0.311920, 0.197680, -0.703360, 0.067300, 0.028665, -1.071378
-0.035929, 0.075091, 1.013515, -0.310520, 0.195580, -0.700140, 0.073955, 0.035338, -1.074169
-0.028182, 0.077592, 1.000644, -0.307440, 0.190960, -0.709240, 0.077387, 0.028072, -1.080435
-0.027633, 0.087413, 1.005890, -0.303520, 0.197540, -0.706580, 0.086683, 0.027361, -1.059288
-0.029707, 0.066490, 1.002108, -0.303520, 0.197540, -0.706580, 0.066253, 0.029571, -1.059288
-0.045323, 0.127734, 1.003694, -0.296660, 0.197400, -0.706300, 0.126583, 0.044765, -1.049115
0.001342, 0.090158, 1.002596, -0.293720, 0.203000, -0.709100, 0.089683, -0.001333, -1.031495
-0.014823, 0.116144, 1.000766, -0.282660, 0.204960, -0.708260, 0.115538, 0.014712, -1.008865
-0.022143, 0.207522, 0.984479, -0.276920, 0.202580, -0.722680, 0.207752, 0.022005, -1.004660
-0.016531, 0.190137, 0.959957, -0.276920, 0.202580, -0.722680, 0.195537, 0.016891, -1.004660
-0.026840, 0.206241, 0.964593, -0.269080, 0.206780, -0.717220, 0.210640, 0.027203, -0.981028
-0.013786, 0.217099, 0.941352, -0.260960, 0.211260, -0.715260, 0.226662, 0.014269, -0.955710
-0.017263, 0.228811, 0.945134, -0.259980, 0.208740, -0.721000, 0.237524, 0.017750, -0.959735
-0.021106, 0.228323, 0.959835, -0.254800, 0.208880, -0.717920, 0.233537, 0.021389, -0.949560
-0.031964, 0.239242, 0.955809, -0.254800, 0.208880, -0.717920, 0.245264, 0.032430, -0.949560
-0.017507, 0.245769, 0.950563, -0.247380, 0.204540, -0.722820, 0.253010, 0.017829, -0.945361
-0.035990, 0.251137, 0.959835, -0.248080, 0.205380, -0.719040, 0.255909, 0.036259, -0.944736
-0.015067, 0.251991, 0.966606, -0.238280, 0.210000, -0.718060, 0.255021, 0.015082, -0.913850
-0.000549, 0.240462, 0.961543, -0.244020, 0.201740, -0.715540, 0.245053, 0.000554, -0.945414
-0.000305, 0.247416, 0.985882, -0.244020, 0.201740, -0.715540, 0.245881, 0.000300, -0.945414
-0.023851, 0.257359, 0.984296, -0.241640, 0.207900, -0.721280, 0.255740, 0.023439, -0.925762
-0.025437, 0.293593, 0.976488, -0.237580, 0.207480, -0.721700, 0.292064, 0.024941, -0.918377
-0.015799, 0.315370, 0.953369, -0.232120, 0.204960, -0.722680, 0.319465, 0.015732, -0.912908
-0.039162, 0.310856, 0.950136, -0.218820, 0.203560, -0.726740, 0.316193, 0.039154, -0.886961
-0.015189, 0.288469, 0.933239, -0.218820, 0.203560, -0.726740, 0.299789, 0.015548, -0.886961
-0.024888, 0.345077, 0.925431, -0.211820, 0.197120, -0.720720, 0.356913, 0.025193, -0.886779
-0.025132, 0.356728, 0.909205, -0.205800, 0.203280, -0.729540, 0.373896, 0.025726, -0.857008
-0.030317, 0.348371, 0.925309, -0.196980, 0.203420, -0.723800, 0.360078, 0.030653, -0.834765
-0.068625, 0.339465, 0.907497, -0.192360, 0.198380, -0.723240, 0.357953, 0.070709, -0.835443
-0.022204, 0.336659, 0.914329, -0.192360, 0.198380, -0.723240, 0.352799, 0.022785, -0.835443
-0.048068, 0.377651, 0.875411, -0.185920, 0.208320, -0.721700, 0.407278, 0.050375, -0.794091
-0.041053, 0.480680, 0.882975, -0.178360, 0.208320, -0.721280, 0.498524, 0.040812, -0.773522
-0.021716, 0.356423, 0.901336, -0.173180, 0.206500, -0.723520, 0.376568, 0.022401, -0.763314
-0.025193, 0.506300, 0.890783, -0.162540, 0.212240, -0.717220, 0.516842, 0.024583, -0.719006
-0.026901, 0.333121, 0.887916, -0.162540, 0.212240, -0.717220, 0.358921, 0.028359, -0.719006
-0.001464, 0.376553, 0.898286, -0.163940, 0.209020, -0.718480, 0.396940, 0.001503, -0.730561
-0.052155, 0.400892, 0.847107, -0.151620, 0.211820, -0.721140, 0.442018, 0.055594, -0.686699
-0.013847, 0.380030, 0.834297, -0.140420, 0.210980, -0.714280, 0.427426, 0.015103, -0.652686
-0.014762, 0.600789, 0.819840, -0.135100, 0.209300, -0.717220, 0.632410, 0.014523, -0.638644
-0.041358, 0.623115, 0.810568, -0.135100, 0.209300, -0.717220, 0.655386, 0.040430, -0.638644
0.011346, 0.628666, 0.855952, -0.131320, 0.216300, -0.715960, 0.633484, -0.010683, -0.611088
-0.002440, 0.544242, 0.837164, -0.129500, 0.216300, -0.711620, 0.576447, 0.002444, -0.604917
-0.014945, 0.502457, 0.786717, -0.125440, 0.216580, -0.718340, 0.568373, 0.016009, -0.590424
-0.065270, 0.436821, 0.827587, -0.120540, 0.223440, -0.706720, 0.485659, 0.069635, -0.560176
0.002623, 0.543632, 0.829844, -0.120540, 0.223440, -0.706720, 0.579953, -0.002644, -0.560176
-0.056669, 0.538386, 0.823073, -0.114660, 0.214620, -0.706440, 0.579264, 0.057555, -0.556118
-0.022448, 0.654225, 0.785009, -0.108360, 0.218680, -0.706580, 0.694776, 0.021964, -0.525506
-0.048495, 0.514352, 0.790560, -0.099120, 0.214480, -0.701680, 0.576809, 0.051373, -0.498354
-0.091927, 0.649101, 0.733220, -0.089880, 0.213220, -0.705460, 0.724620, 0.093600, -0.464383
-0.107726, 0.461404, 0.788242, -0.084840, 0.217140, -0.698600, 0.529584, 0.117403, -0.437927
-0.051606, 0.569984, 0.739503, -0.084840, 0.217140, -0.698600, 0.656660, 0.055216, -0.437927
-0.089426, 0.685091, 0.719190, -0.071960, 0.216300, -0.697760, 0.761121, 0.089790, -0.386618
-0.095038, 0.588589, 0.708576, -0.068460, 0.216580, -0.699440, 0.693161, 0.102809, -0.371607
-0.094245, 0.664473, 0.646539, -0.057540, 0.224980, -0.693840, 0.799077, 0.101306, -0.315839
-0.085766, 0.647515, 0.698206, -0.061460, 0.214760, -0.696500, 0.747748, 0.089825, -0.344180
-0.063196, 0.676612, 0.738710, -0.061460, 0.214760, -0.696500, 0.741551, 0.063002, -0.344180
-0.055876, 0.693143, 0.737185, -0.062160, 0.223300, -0.693840, 0.754616, 0.055164, -0.336946
-0.088877, 0.655994, 0.749507, -0.058380, 0.222460, -0.690760, 0.718962, 0.088995, -0.322092
-0.113216, 0.727181, 0.648308, -0.054040, 0.222040, -0.691600, 0.842677, 0.115694, -0.304188
-0.054534, 0.696864, 0.724558, -0.050680, 0.231280, -0.688100, 0.765917, 0.054194, -0.281169
-0.117059, 0.719190, 0.663680, -0.050680, 0.231280, -0.688100, 0.825518, 0.119050, -0.281169
-0.109434, 0.767441, 0.630435, -0.046200, 0.228200, -0.687960, 0.883096, 0.109742, -0.265204
-0.096746, 0.665144, 0.652822, -0.037380, 0.232400, -0.684180, 0.794747, 0.103436, -0.224927
-0.090951, 0.668743, 0.638060, -0.029120, 0.236880, -0.676620, 0.808873, 0.098084, -0.187768
-0.126514, 0.788425, 0.601277, -0.022120, 0.235900, -0.668500, 0.919261, 0.126908, -0.158945
-0.109007, 0.745908, 0.543449, -0.022120, 0.235900, -0.668500, 0.941150, 0.117571, -0.158945
-0.115229, 0.753838, 0.505873, -0.014840, 0.245700, -0.663180, 0.979756, 0.126251, -0.125775
-0.105896, 0.804773, 0.528992, -0.011760, 0.248920, -0.655620, 0.989294, 0.109517, -0.112659
-0.069601, 0.846680, 0.530578, -0.008120, 0.247520, -0.655760, 1.011006, 0.069545, -0.098244
-0.077775, 0.814289, 0.535397, -0.000700, 0.248220, -0.648480, 0.989165, 0.079639, -0.068270
-0.096807, 0.815021, 0.536800, -0.000700, 0.248220, -0.648480, 0.988376, 0.098872, -0.068270
-0.131882, 0.813130, 0.542351, -0.002940, 0.249760, -0.653100, 0.982569, 0.134120, -0.077221
-0.136030, 0.786107, 0.555710, -0.000700, 0.253680, -0.654080, 0.955445, 0.140372, -0.068209
-0.101016, 0.825513, 0.547902, 0.004900, 0.256620, -0.647500, 0.984843, 0.101604, -0.046358
-0.124074, 0.830942, 0.518561, 0.012600, 0.247100, -0.642460, 1.012870, 0.126003, -0.014502
-0.118157, 0.837286, 0.516853, 0.012600, 0.247100, -0.642460, 1.017756, 0.119510, -0.014502
-0.110837, 0.855403, 0.498675, 0.018200, 0.258020, -0.637000, 1.042992, 0.111476, 0.004971
-0.120780, 0.855037, 0.464942, 0.026600, 0.253680, -0.630700, 1.072750, 0.123466, 0.039025
-0.091683, 0.861564, 0.427610, 0.037520, 0.255360, -0.626360, 1.110098, 0.095033, 0.080436
-0.081801, 0.869006, 0.355203, 0.040740, 0.258300, -0.620200, 1.182773, 0.086914, 0.090985
-0.100650, 0.859612, 0.319884, 0.040740, 0.258300, -0.620200, 1.214548, 0.109299, 0.090985
-0.073261, 0.885964, 0.337757, 0.047600, 0.255080, -0.614460, 1.206574, 0.077113, 0.119036
-0.093879, 0.888526, 0.351543, 0.052640, 0.253540, -0.602000, 1.194048, 0.097933, 0.139262
-0.070333, 0.895663, 0.350140, 0.059220, 0.257880, -0.597240, 1.198135, 0.073006, 0.160278
-0.061549, 0.904386, 0.357582, 0.059500, 0.251440, -0.597660, 1.194273, 0.063204, 0.166913
-0.045689, 0.902800, 0.362523, 0.059500, 0.251440, -0.597660, 1.188951, 0.046929, 0.166913
-0.043798, 0.918111, 0.382531, 0.063000, 0.256060, -0.588420, 1.176019, 0.044007, 0.175795
-0.037881, 0.909937, 0.335744, 0.066220, 0.251580, -0.585760, 1.217318, 0.039037, 0.191929
-0.037881, 0.913841, 0.320067, 0.071120, 0.250880, -0.592620, 1.233904, 0.039102, 0.210785
-0.036722, 0.924211, 0.349957, 0.069440, 0.249480, -0.585340, 1.208825, 0.037142, 0.206018
-0.063623, 0.937997, 0.345931, 0.069440, 0.249480, -0.585340, 1.217474, 0.063553, 0.206018
0.034709, 0.881267, 0.271328, 0.078680, 0.243600, -0.575960, 1.272122, -0.037624, 0.246962
0.029646, 0.922991, 0.325679, 0.081200, 0.244860, -0.574980, 1.231583, -0.030280, 0.254756
-0.005917, 0.934459, 0.287066, 0.080780, 0.243740, -0.570780, 1.272747, 0.006053, 0.254577
0.013603, 0.931043, 0.257664, 0.088060, 0.237020, -0.568400, 1.300806, -0.014080, 0.290275
-0.002806, 0.926102, 0.245098, 0.088060, 0.237020, -0.568400, 1.312073, 0.002929, 0.290275
0.028609, 0.927322, 0.213256, 0.094920, 0.233940, -0.554120, 1.344757, -0.030057, 0.319999
0.048495, 0.928664, 0.206729, 0.092960, 0.235620, -0.546280, 1.351759, -0.050928, 0.310335
0.029402, 0.938546, 0.213500, 0.100100, 0.232400, -0.557620, 1.347123, -0.030537, 0.341258
0.064477, 0.931836, 0.223016, 0.098280, 0.233520, -0.548660, 1.335885, -0.067192, 0.332912
0.070455, 0.935435, 0.252784, 0.098280, 0.233520, -0.548660, 1.306869, -0.072582, 0.332912
0.068930, 0.936777, 0.268461, 0.097720, 0.235060, -0.561400, 1.291697, -0.070617, 0.328537
0.059292, 0.934520, 0.269803, 0.092120, 0.225820, -0.562800, 1.289732, -0.060882, 0.321879
0.043554, 0.933056, 0.273524, 0.097020, 0.225960, -0.559580, 1.285637, -0.044764, 0.340115
0.041419, 0.932324, 0.266814, 0.097160, 0.219660, -0.564480, 1.292065, -0.042685, 0.350999
