accx, accy, accz, magx, magy, magz, roll, pitch, yaw
-0.723399, 0.050081, 0.711321, -0.307440, 0.406560, -0.511420, 0.070290, 0.792580, -0.712906
-0.730780, 0.047336, 0.709613, -0.309680, 0.404040, -0.511700, 0.066608, 0.798983, -0.719402
-0.733159, 0.050996, 0.710589, -0.309680, 0.404040, -0.511700, 0.071643, 0.799746, -0.719402
-0.731024, 0.061854, 0.712785, -0.308000, 0.401660, -0.517300, 0.086561, 0.796155, -0.719628
-0.740174, 0.057157, 0.690947, -0.303520, 0.402220, -0.512820, 0.082535, 0.818081, -0.711896
-0.746091, 0.054656, 0.696620, -0.309820, 0.401520, -0.510020, 0.078298, 0.818144, -0.722643
-0.742126, -0.057523, 0.809592, -0.306320, 0.404460, -0.508900, -0.070933, 0.740693, -0.713642
-0.794708, 0.000915, 0.689910, -0.306320, 0.404460, -0.508900, 0.001326, 0.855870, -0.713642
-0.750300, 0.052155, 0.683505, -0.304080, 0.403620, -0.499380, 0.076158, 0.830505, -0.711112
-0.742004, 0.061122, 0.692594, -0.308000, 0.404600, -0.501480, 0.088023, 0.817891, -0.716109
-0.744749, 0.061061, 0.682285, -0.305760, 0.406840, -0.504980, 0.089257, 0.827155, -0.709941
-0.741577, 0.060207, 0.693082, -0.304360, 0.403480, -0.494200, 0.086651, 0.817312, -0.711721
-0.741821, 0.055022, 0.699060, -0.304360, 0.403480, -0.494200, 0.078547, 0.813525, -0.711721
-0.746213, 0.051057, 0.691801, -0.301840, 0.406420, -0.508060, 0.073669, 0.821864, -0.704250
-0.764208, 0.045201, 0.689971, -0.298620, 0.408800, -0.496300, 0.065418, 0.835339, -0.696340
-0.748104, 0.047946, 0.695461, -0.305340, 0.409920, -0.502740, 0.068832, 0.820667, -0.705664
-0.744871, 0.052460, 0.694424, -0.300020, 0.407260, -0.505120, 0.075401, 0.819014, -0.700371
-0.743712, 0.050752, 0.691862, -0.300020, 0.407260, -0.505120, 0.073225, 0.820162, -0.700371
-0.742370, 0.051850, 0.701561, -0.304080, 0.410480, -0.499660, 0.073772, 0.812293, -0.703031
-0.752557, 0.050813, 0.686128, -0.311220, 0.408800, -0.501900, 0.073923, 0.830177, -0.716145
-0.757620, 0.055449, 0.671244, -0.308980, 0.409360, -0.504420, 0.082419, 0.844087, -0.712008
-0.752923, 0.057645, 0.682712, -0.306320, 0.411880, -0.501760, 0.084236, 0.832497, -0.704914
-0.752374, 0.055388, 0.677954, -0.306460, 0.411880, -0.508060, 0.081518, 0.835727, -0.705133
-0.756095, 0.050691, 0.672708, -0.306460, 0.411040, -0.508060, 0.075212, 0.842287, -0.706111
-0.769515, 0.051789, 0.671122, -0.309120, 0.413280, -0.501480, 0.077015, 0.852120, -0.707649
-0.762317, 0.048983, 0.673989, -0.309400, 0.415520, -0.504560, 0.072549, 0.845510, -0.705492
-0.757986, 0.053924, 0.674416, -0.306880, 0.415800, -0.500920, 0.079787, 0.842092, -0.701257
-0.757925, 0.045445, 0.689971, -0.306600, 0.416640, -0.492660, 0.065770, 0.831219, -0.699857
-0.756827, 0.058682, 0.676368, -0.306600, 0.416640, -0.492660, 0.086544, 0.839615, -0.699857
-0.761036, 0.057462, 0.673684, -0.306460, 0.413420, -0.503720, 0.085089, 0.844408, -0.703347
-0.758840, 0.058194, 0.676429, -0.306040, 0.413140, -0.496720, 0.085820, 0.840922, -0.703015
-0.756949, 0.055022, 0.681492, -0.306600, 0.415100, -0.499520, 0.080563, 0.836192, -0.701626
-0.762866, 0.055876, 0.677588, -0.302540, 0.416500, -0.504980, 0.082277, 0.842848, -0.693666
-0.757986, 0.057401, 0.670207, -0.302540, 0.416500, -0.504980, 0.085438, 0.844969, -0.693666
-0.761219, 0.068503, 0.668621, -0.302400, 0.411040, -0.495320, 0.102098, 0.847479, -0.699733
-0.756522, 0.076738, 0.664717, -0.301560, 0.411740, -0.501760, 0.114936, 0.846620, -0.697594
-0.757620, 0.066429, 0.675819, -0.297500, 0.413140, -0.499380, 0.097979, 0.840014, -0.689535
-0.757742, 0.059536, 0.677832, -0.298760, 0.414680, -0.500220, 0.087608, 0.839095, -0.689775
-0.756949, 0.057706, 0.685152, -0.298760, 0.414680, -0.500220, 0.084025, 0.833385, -0.689775
-0.756217, 0.056913, 0.681614, -0.301700, 0.412020, -0.505540, 0.083304, 0.835510, -0.697491
-0.753045, 0.055266, 0.680760, -0.300160, 0.412860, -0.501340, 0.081005, 0.834136, -0.694085
-0.758108, 0.056059, 0.677222, -0.301000, 0.409640, -0.496440, 0.082590, 0.839995, -0.699146
-0.755851, 0.056364, 0.677832, -0.303940, 0.411180, -0.504280, 0.082962, 0.838050, -0.701996
-0.756034, 0.060695, 0.678198, -0.303940, 0.411180, -0.504280, 0.089257, 0.837632, -0.701996
-0.755058, 0.065209, 0.676307, -0.303660, 0.414400, -0.499520, 0.096122, 0.838061, -0.697832
-0.753045, 0.062220, 0.684115, -0.304360, 0.412440, -0.502740, 0.090700, 0.831274, -0.701194
-0.758535, 0.061854, 0.675575, -0.304920, 0.416640, -0.502600, 0.091303, 0.841108, -0.697237
-0.759206, 0.053558, 0.670085, -0.304220, 0.415240, -0.499240, 0.079758, 0.846091, -0.697745
-0.760792, 0.055144, 0.672891, -0.304220, 0.415240, -0.499240, 0.081768, 0.844972, -0.697745
-0.756888, 0.056425, 0.678869, -0.305760, 0.416780, -0.505260, 0.082926, 0.837973, -0.698388
-0.750117, 0.054534, 0.687897, -0.306460, 0.414960, -0.500640, 0.079111, 0.827079, -0.701569
-0.751215, 0.057950, 0.682773, -0.306880, 0.414400, -0.501480, 0.084672, 0.831304, -0.702869
-0.752313, 0.051240, 0.681492, -0.306320, 0.417900, -0.505400, 0.075047, 0.833349, -0.697981
-0.755241, 0.057279, 0.680333, -0.306320, 0.417900, -0.505400, 0.083995, 0.835774, -0.697981
-0.756827, 0.051667, 0.673745, -0.307440, 0.414960, -0.500500, 0.076536, 0.841953, -0.703095
-0.757803, 0.052399, 0.664290, -0.311500, 0.418180, -0.503860, 0.078717, 0.849523, -0.705675
-0.751215, 0.056181, 0.672342, -0.307020, 0.417760, -0.505540, 0.083366, 0.839018, -0.699229
-0.746152, 0.050325, 0.676734, -0.309540, 0.419720, -0.502040, 0.074228, 0.832774, -0.700897
-0.741089, 0.051789, 0.687470, -0.309540, 0.419720, -0.502040, 0.075191, 0.821503, -0.700897
-0.734928, 0.035197, 0.689544, -0.306600, 0.414260, -0.513100, 0.051000, 0.816598, -0.702594
-0.727730, 0.043493, 0.703025, -0.310100, 0.416640, -0.507920, 0.061787, 0.801709, -0.705285
-0.712419, 0.056059, 0.720471, -0.312200, 0.411460, -0.512260, 0.077652, 0.778270, -0.714535
-0.707478, 0.041663, 0.729865, -0.309820, 0.414120, -0.526120, 0.057021, 0.769011, -0.707760
-0.705282, 0.038491, 0.748897, -0.309820, 0.414120, -0.526120, 0.051352, 0.754756, -0.707760
-0.686311, 0.041846, 0.742553, -0.309400, 0.410620, -0.522620, 0.056295, 0.745267, -0.711184
-0.678808, 0.036234, 0.752313, -0.313040, 0.408380, -0.530320, 0.048126, 0.733505, -0.719453
-0.675270, 0.033611, 0.763415, -0.313600, 0.407820, -0.525420, 0.043999, 0.723726, -0.720980
-0.657580, 0.019520, 0.774212, -0.318780, 0.403900, -0.534380, 0.025207, 0.703962, -0.733604
-0.657092, 0.028060, 0.773419, -0.318780, 0.403900, -0.534380, 0.036265, 0.703934, -0.733604
-0.657824, 0.011163, 0.773724, -0.315840, 0.405860, -0.541520, 0.014427, 0.704562, -0.726756
-0.655384, 0.009455, 0.787571, -0.317100, 0.404880, -0.538440, 0.012005, 0.694009, -0.729860
-0.639280, 0.020557, 0.787937, -0.316960, 0.398020, -0.542640, 0.026084, 0.681447, -0.737956
-0.631472, 0.020313, 0.785741, -0.319200, 0.401100, -0.543200, 0.025846, 0.676808, -0.737632
-0.623908, 0.015311, 0.796782, -0.319200, 0.401100, -0.543200, 0.019214, 0.664221, -0.737632
-0.615368, 0.017202, 0.815387, -0.320600, 0.399840, -0.545440, 0.021094, 0.646392, -0.741300
-0.608658, 0.013420, 0.820084, -0.322000, 0.398580, -0.548940, 0.016363, 0.638420, -0.744970
-0.604449, 0.020679, 0.820755, -0.321860, 0.393680, -0.553140, 0.025190, 0.634624, -0.750811
-0.589199, 0.030744, 0.834480, -0.323680, 0.395780, -0.555240, 0.036825, 0.614467, -0.750967
-0.591822, 0.014579, 0.835517, -0.323680, 0.395780, -0.555240, 0.017447, 0.616223, -0.750967
-0.584197, 0.016531, 0.819718, -0.326760, 0.390320, -0.559160, 0.020164, 0.619090, -0.762442
-0.585722, 0.002501, 0.830576, -0.329420, 0.389760, -0.551320, 0.003011, 0.614205, -0.767143
-0.587247, 0.006649, 0.819779, -0.326900, 0.388640, -0.562800, 0.008111, 0.621598, -0.764777
-0.582245, 0.009211, 0.820145, -0.327740, 0.391440, -0.558880, 0.011230, 0.617329, -0.762505
-0.581086, 0.001220, 0.820023, -0.329700, 0.390180, -0.557060, 0.001488, 0.616488, -0.767031
-0.580781, -0.001281, 0.829966, -0.329700, 0.390180, -0.557060, -0.001543, 0.610568, -0.767031
-0.565226, 0.005307, 0.833260, -0.333200, 0.385840, -0.567560, 0.006369, 0.596025, -0.777770
-0.555405, 0.009638, 0.843081, -0.326760, 0.384440, -0.569800, 0.011431, 0.582493, -0.769923
-0.554856, 0.005551, 0.843508, -0.327740, 0.377160, -0.574980, 0.006581, 0.581826, -0.780853
-0.548512, 0.004392, 0.847900, -0.328160, 0.382900, -0.577360, 0.005180, 0.574191, -0.774016
-0.533140, 0.009272, 0.844789, -0.328160, 0.382900, -0.577360, 0.010975, 0.562941, -0.774016
-0.530090, -0.000122, 0.846436, -0.328440, 0.380240, -0.576380, -0.000144, 0.559506, -0.777884
-0.523807, -0.002928, 0.857111, -0.333340, 0.381500, -0.579460, -0.003416, 0.548561, -0.783578
-0.508862, 0.000427, 0.871263, -0.329000, 0.377440, -0.584220, 0.000490, 0.528610, -0.782386
-0.503250, -0.008113, 0.869128, -0.330960, 0.371420, -0.585200, -0.009334, 0.524838, -0.793307
-0.501420, 0.007991, 0.868152, -0.330960, 0.371420, -0.585200, 0.009204, 0.523746, -0.793307
-0.488915, -0.048251, 0.889563, -0.331940, 0.368480, -0.599060, -0.054188, 0.501926, -0.798727
-0.466833, -0.005917, 0.902678, -0.329280, 0.365680, -0.594580, -0.006555, 0.477276, -0.798519
-0.449265, -0.011285, 0.902983, -0.329980, 0.357420, -0.600180, -0.012497, 0.461642, -0.810951
-0.438468, -0.009699, 0.904447, -0.333620, 0.357140, -0.613200, -0.010723, 0.451384, -0.816812
-0.432246, -0.009516, 0.906948, -0.333620, 0.357140, -0.613200, -0.010492, 0.444727, -0.816812
-0.425048, -0.009577, 0.902922, -0.329000, 0.352240, -0.609140, -0.010606, 0.439951, -0.816747
-0.411689, -0.022082, 0.908717, -0.339500, 0.347200, -0.616000, -0.024295, 0.425272, -0.839635
-0.392474, -0.009394, 0.929152, -0.337680, 0.343560, -0.623280, -0.010110, 0.399648, -0.842217
-0.375760, -0.006832, 0.931592, -0.333900, 0.337400, -0.626640, -0.007334, 0.383384, -0.845634
-0.372954, -0.022204, 0.930738, -0.333900, 0.337400, -0.626640, -0.023852, 0.381018, -0.845634
-0.345870, -0.020191, 0.943731, -0.334880, 0.332220, -0.629580, -0.021392, 0.351217, -0.854835
-0.333365, -0.017934, 0.947208, -0.335440, 0.330820, -0.634760, -0.018931, 0.338350, -0.857782
-0.325313, -0.014335, 0.942206, -0.342720, 0.323960, -0.634900, -0.015213, 0.332417, -0.878980
-0.305427, -0.016714, 0.952576, -0.337400, 0.316960, -0.645960, -0.017544, 0.310232, -0.882074
-0.273402, -0.014945, 0.986919, -0.337400, 0.316960, -0.645960, -0.015142, 0.270219, -0.882074
-0.270840, -0.014152, 0.981551, -0.341740, 0.315280, -0.649600, -0.014417, 0.269205, -0.891099
-0.256932, -0.023851, 0.982222, -0.346920, 0.307580, -0.651560, -0.024278, 0.255778, -0.910883
-0.251442, -0.020435, 0.972340, -0.339080, 0.305060, -0.651560, -0.021013, 0.252998, -0.903614
-0.236497, -0.024766, 0.992714, -0.339920, 0.302540, -0.653380, -0.024943, 0.233803, -0.908965
-0.227530, -0.028731, 0.981246, -0.339920, 0.302540, -0.653380, -0.029272, 0.227758, -0.908965
-0.218441, -0.026962, 0.983076, -0.342440, 0.299320, -0.659820, -0.027419, 0.218570, -0.917937
-0.208986, -0.028304, 0.991067, -0.339220, 0.296520, -0.660520, -0.028551, 0.207743, -0.917913
-0.198799, -0.026657, 0.992409, -0.344680, 0.288820, -0.662760, -0.026854, 0.197633, -0.938797
-0.192516, -0.027328, 0.991677, -0.343560, 0.284200, -0.658560, -0.027550, 0.191676, -0.945126
-0.186965, -0.028609, 0.985516, -0.343560, 0.284200, -0.658560, -0.029021, 0.187408, -0.945126
-0.178974, -0.031781, 0.986309, -0.338940, 0.286440, -0.657020, -0.032211, 0.179414, -0.934601
-0.170678, -0.021716, 0.971913, -0.347760, 0.283500, -0.668920, -0.022340, 0.173795, -0.952295
-0.170068, -0.032025, 0.980575, -0.340900, 0.280280, -0.665700, -0.032648, 0.171639, -0.948128
-0.169153, -0.039711, 0.973194, -0.346500, 0.277480, -0.667940, -0.040782, 0.171953, -0.961013
-0.155123, -0.030805, 0.980270, -0.346500, 0.277480, -0.667940, -0.031415, 0.156868, -0.961013
-0.147437, -0.033977, 0.979843, -0.343000, 0.275940, -0.668500, -0.034662, 0.149261, -0.958773
-0.128405, -0.034099, 0.989481, -0.346640, 0.274120, -0.669760, -0.034448, 0.128973, -0.967145
-0.118706, -0.030317, 0.995825, -0.346220, 0.261940, -0.673400, -0.030435, 0.118589, -0.988553
-0.104432, -0.034953, 0.998204, -0.347480, 0.262220, -0.677600, -0.035002, 0.104177, -0.989786
-0.093025, -0.036600, 1.004548, -0.347480, 0.262220, -0.677600, -0.036418, 0.092280, -0.989786
-0.087291, -0.040016, 1.000156, -0.348460, 0.254520, -0.672700, -0.039988, 0.086988, -1.005399
-0.075640, -0.035075, 1.003267, -0.349020, 0.255780, -0.680120, -0.034947, 0.075206, -1.003810
-0.055022, -0.043127, 1.019371, -0.346780, 0.254100, -0.678720, -0.042282, 0.053876, -1.003883
-0.036051, -0.036173, 1.029131, -0.346360, 0.243320, -0.681800, -0.035135, 0.034995, -1.023840
-0.042090, -0.037393, 1.005829, -0.346360, 0.243320, -0.681800, -0.037159, 0.041793, -1.023840
-0.046909, -0.037881, 1.001925, -0.343700, 0.238840, -0.687400, -0.037790, 0.046751, -1.028946
-0.046482, -0.033062, 0.999058, -0.338800, 0.232400, -0.687120, -0.033081, 0.046467, -1.035012
-0.050142, -0.034526, 0.997411, -0.335020, 0.226240, -0.685020, -0.034602, 0.050200, -1.042288
-0.043920, -0.029707, 0.997350, -0.331380, 0.223160, -0.684040, -0.029777, 0.043989, -1.043579
-0.040992, -0.028487, 1.000888, -0.329000, 0.228620, -0.684040, -0.028454, 0.040916, -1.028956
-0.043859, -0.024949, 0.997960, -0.329000, 0.228620, -0.684040, -0.024995, 0.043907, -1.028956
-0.041541, -0.023546, 0.992165, -0.331100, 0.219800, -0.689360, -0.023727, 0.041833, -1.050198
-0.042700, -0.029341, 0.999973, -0.329420, 0.226240, -0.685160, -0.029333, 0.042657, -1.034446
-0.038308, -0.031049, 0.997228, -0.332500, 0.222600, -0.687820, -0.031125, 0.038377, -1.046303
-0.044652, -0.025925, 0.995825, -0.329840, 0.219660, -0.688240, -0.026028, 0.044794, -1.048733
-0.040260, -0.024766, 0.992165, -0.329840, 0.219660, -0.688240, -0.024956, 0.040543, -1.048733
-0.036905, -0.025132, 0.999973, -0.327880, 0.222180, -0.684740, -0.025127, 0.036878, -1.040695
-0.036234, -0.026840, 0.996618, -0.335020, 0.221200, -0.686280, -0.026925, 0.036328, -1.052693
-0.037393, -0.026901, 0.993629, -0.325080, 0.219100, -0.686980, -0.027067, 0.037601, -1.043192
-0.038918, -0.024583, 0.995703, -0.329280, 0.216720, -0.683760, -0.024684, 0.039054, -1.054154
-0.034465, -0.028853, 0.997106, -0.329280, 0.216720, -0.683760, -0.028929, 0.034537, -1.054154
-0.036966, -0.023302, 0.997533, -0.328720, 0.214340, -0.690480, -0.023355, 0.037030, -1.058435
-0.026596, -0.025864, 1.000095, -0.329000, 0.223300, -0.688380, -0.025856, 0.026578, -1.039943
-0.028853, -0.020618, 1.000095, -0.329140, 0.210420, -0.689220, -0.020613, 0.028836, -1.067428
-0.031598, -0.022936, 0.996313, -0.330120, 0.218400, -0.689220, -0.023017, 0.031696, -1.051775
-0.028426, -0.023790, 0.998631, -0.330120, 0.218400, -0.689220, -0.023818, 0.028449, -1.051775
-0.028426, -0.023119, 0.999607, -0.327180, 0.220220, -0.692020, -0.023124, 0.028422, -1.043813
-0.029097, -0.021289, 0.996374, -0.330680, 0.216860, -0.689640, -0.021363, 0.029188, -1.055804
-0.029524, -0.023912, 0.996130, -0.327740, 0.225820, -0.691740, -0.024000, 0.029621, -1.032926
-0.027938, -0.027084, 0.995520, -0.331380, 0.224560, -0.688240, -0.027199, 0.028046, -1.040678
-0.029402, -0.025437, 0.997838, -0.331380, 0.224560, -0.688240, -0.025487, 0.029448, -1.040678
-0.025376, -0.026108, 0.997716, -0.337260, 0.220220, -0.694820, -0.026162, 0.025420, -1.057787
-0.030744, -0.026291, 0.996252, -0.340620, 0.231840, -0.690480, -0.026384, 0.030839, -1.038631
-0.029036, -0.016287, 0.994117, -0.345940, 0.228060, -0.690060, -0.016382, 0.029196, -1.053398
-0.023180, -0.021411, 0.996313, -0.342720, 0.232680, -0.689780, -0.021487, 0.023256, -1.039807
-0.021655, -0.023607, 0.999485, -0.342720, 0.232680, -0.689780, -0.023615, 0.021657, -1.039807
-0.028060, -0.017263, 0.994727, -0.343420, 0.230720, -0.693000, -0.017353, 0.028197, -1.044677
-0.022143, -0.022021, 0.999790, -0.348880, 0.229040, -0.693700, -0.022022, 0.022139, -1.055315
-0.028121, -0.018544, 0.997350, -0.346780, 0.233660, -0.690620, -0.018591, 0.028183, -1.043322
-0.023607, -0.019032, 0.995154, -0.349860, 0.230300, -0.689360, -0.019122, 0.023713, -1.054084
-0.022265, -0.017324, 0.996496, -0.349860, 0.230300, -0.689360, -0.017383, 0.022336, -1.054084
-0.026169, -0.031110, 0.997716, -0.351260, 0.234500, -0.690060, -0.031171, 0.026210, -1.047600
-0.027572, -0.026169, 0.996801, -0.351120, 0.240520, -0.688240, -0.026247, 0.027644, -1.035653
-0.015799, -0.010614, 0.994544, -0.352380, 0.237720, -0.696500, -0.010672, 0.015883, -1.042763
-0.018971, -0.013359, 0.998936, -0.360780, 0.242620, -0.694820, -0.013372, 0.018987, -1.044225
-0.012322, -0.003965, 0.997716, -0.360780, 0.242620, -0.694820, -0.003974, 0.012349, -1.044225
-0.013542, -0.007625, 0.996740, -0.359800, 0.244300, -0.688380, -0.007650, 0.013585, -1.039762
-0.016531, -0.016043, 0.996435, -0.363160, 0.242620, -0.687960, -0.016099, 0.016586, -1.047266
-0.013359, -0.019093, 1.001681, -0.361480, 0.248920, -0.691040, -0.019059, 0.013333, -1.033203
-0.018361, -0.023607, 0.998753, -0.363440, 0.245700, -0.692160, -0.023632, 0.018377, -1.041782
-0.007930, 0.001159, 0.997777, -0.363440, 0.245700, -0.692160, 0.001162, 0.007947, -1.041782
-0.012505, -0.022509, 0.998997, -0.367500, 0.248360, -0.696920, -0.022528, 0.012514, -1.041941
-0.014213, -0.017019, 0.996618, -0.363860, 0.246960, -0.695380, -0.017075, 0.014258, -1.039944
-0.015494, -0.026901, 1.007964, -0.370440, 0.241080, -0.696080, -0.026682, 0.015365, -1.059313
-0.021533, -0.023241, 1.003328, -0.365120, 0.253820, -0.700280, -0.023160, 0.021453, -1.028770
-0.011346, -0.014457, 1.002779, -0.365120, 0.253820, -0.700280, -0.014416, 0.011313, -1.028770
0.014640, -0.009760, 0.982283, -0.366940, 0.247520, -0.694540, -0.009936, -0.014902, -1.042805
0.007076, -0.021045, 0.999546, -0.376460, 0.250740, -0.701960, -0.021051, -0.007078, -1.048673
0.007503, -0.021350, 0.996008, -0.377580, 0.254380, -0.699020, -0.021432, -0.007531, -1.043382
0.011651, -0.020496, 0.994788, -0.369740, 0.250460, -0.693980, -0.020600, -0.011709, -1.040853
0.013542, -0.033428, 1.001925, -0.369740, 0.250460, -0.699860, -0.033351, -0.013508, -1.040853
0.011468, -0.025376, 1.001437, -0.378420, 0.249480, -0.699860, -0.025334, -0.011447, -1.053384
0.006466, -0.025132, 1.007598, -0.375760, 0.244440, -0.697620, -0.024937, -0.006415, -1.059504
0.021716, -0.008723, 1.010648, -0.377440, 0.239120, -0.703780, -0.008631, -0.021483, -1.071536
0.010858, 0.066856, 0.826855, -0.375340, 0.244300, -0.701120, 0.080680, -0.013088, -1.059255
0.041907, 0.001159, 1.001193, -0.371560, 0.241220, -0.697620, 0.001158, -0.041833, -1.060427
0.059048, -0.001952, 0.993263, -0.371560, 0.241220, -0.697620, -0.001965, -0.059379, -1.060427
0.054961, -0.025010, 0.997777, -0.373800, 0.243180, -0.704340, -0.025060, -0.055011, -1.059476
0.064111, -0.027694, 1.008818, -0.373240, 0.239400, -0.705320, -0.027445, -0.063441, -1.065933
0.071858, -0.004697, 0.993141, -0.371280, 0.230020, -0.704340, -0.004729, -0.072228, -1.081588
0.067161, -0.034648, 1.000766, -0.377300, 0.231140, -0.707140, -0.034608, -0.066969, -1.086602
0.080825, -0.015677, 0.994117, -0.377300, 0.231140, -0.707140, -0.015768, -0.081115, -1.086602
0.101138, -0.003660, 0.996130, -0.374080, 0.231700, -0.703360, -0.003674, -0.101184, -1.081694
0.103029, -0.032513, 0.985882, -0.378280, 0.223160, -0.709380, -0.032967, -0.104070, -1.103261
0.112972, -0.010858, 0.989176, -0.375200, 0.229740, -0.708820, -0.010976, -0.113709, -1.086822
0.116388, -0.011407, 0.991250, -0.378420, 0.223020, -0.713020, -0.011507, -0.116873, -1.103698
0.131150, -0.002501, 0.983930, -0.378420, 0.223020, -0.713020, -0.002542, -0.132510, -1.103698
0.133834, -0.009150, 0.971608, -0.385000, 0.220360, -0.710360, -0.009417, -0.136877, -1.116395
0.146339, -0.013115, 0.982710, -0.382480, 0.224140, -0.712460, -0.013345, -0.147814, -1.106171
0.155123, -0.001403, 0.980148, -0.383040, 0.215880, -0.716100, -0.001431, -0.156963, -1.123024
0.161162, 0.003111, 0.981185, -0.386260, 0.217980, -0.719880, 0.003171, -0.162798, -1.122464
0.184403, 0.005185, 0.975634, -0.386260, 0.217980, -0.719880, 0.005314, -0.186802, -1.122464
0.182085, 0.003782, 0.973621, -0.381920, 0.214060, -0.718060, 0.003884, -0.184881, -1.125390
0.192089, 0.004575, 0.964837, -0.387240, 0.203140, -0.717640, 0.004742, -0.196518, -1.153125
0.200324, 0.019703, 0.971547, -0.382760, 0.201460, -0.716800, 0.020277, -0.203300, -1.151753
0.211121, 0.007686, 0.977891, -0.379400, 0.196280, -0.715260, 0.007860, -0.212624, -1.158821
0.207156, -0.012871, 0.972706, -0.379400, 0.196280, -0.715260, -0.013231, -0.209816, -1.158821
0.215757, -0.001830, 0.975085, -0.382340, 0.196560, -0.719740, -0.001877, -0.217761, -1.161384
0.229055, 0.001464, 0.968741, -0.379960, 0.190260, -0.717640, 0.001511, -0.232182, -1.172009
0.240645, -0.008418, 0.959530, -0.380100, 0.183400, -0.715680, -0.008773, -0.245717, -1.186693
0.253455, 0.000854, 0.953857, -0.378280, 0.183680, -0.717780, 0.000895, -0.259714, -1.184212
0.259799, 0.016287, 0.954284, -0.378280, 0.183680, -0.717780, 0.017066, -0.265766, -1.184212
0.268522, 0.001342, 0.949648, -0.381220, 0.182560, -0.723660, 0.001413, -0.275566, -1.189634
0.283284, 0.010614, 0.941352, -0.385700, 0.178640, -0.722680, 0.011275, -0.292295, -1.202504
0.286944, 0.008601, 0.941169, -0.379400, 0.172340, -0.722120, 0.009138, -0.295917, -1.209869
0.291458, -0.001586, 0.942938, -0.381500, 0.164080, -0.716520, -0.001682, -0.299780, -1.230071
0.315248, 0.015372, 0.932080, -0.381500, 0.164080, -0.716520, 0.016491, -0.326101, -1.230071
0.329583, 0.022753, 0.926285, -0.376180, 0.166040, -0.716520, 0.024559, -0.341748, -1.220580
0.327021, -0.007259, 0.926773, -0.376320, 0.162120, -0.721280, -0.007832, -0.339211, -1.229470
0.329827, 0.007564, 0.937509, -0.380800, 0.158620, -0.723940, 0.008068, -0.338278, -1.241560
0.344894, -0.025620, 0.930494, -0.377580, 0.154980, -0.725200, -0.027527, -0.354834, -1.246759
0.356911, -0.009821, 0.913841, -0.377580, 0.154980, -0.725200, -0.010747, -0.372324, -1.246759
0.372466, 0.004270, 0.904447, -0.375480, 0.148120, -0.722120, 0.004721, -0.390647, -1.260506
0.373442, 0.001708, 0.908595, -0.380240, 0.143220, -0.722120, 0.001880, -0.389961, -1.276024
0.383324, 0.000061, 0.903959, -0.375760, 0.138040, -0.722400, 0.000067, -0.401066, -1.284189
0.389180, 0.000610, 0.906033, -0.375200, 0.131180, -0.726600, 0.000673, -0.405712, -1.299904
0.398757, -0.000122, 0.900787, -0.375200, 0.131180, -0.726600, -0.000135, -0.416747, -1.299904
0.403210, -0.000671, 0.905728, -0.378840, 0.131600, -0.717640, -0.000741, -0.418836, -1.301911
0.405833, -0.003904, 0.906033, -0.373660, 0.123340, -0.722120, -0.004309, -0.421122, -1.317421
0.417545, -0.003050, 0.894687, -0.377440, 0.116340, -0.717920, -0.003409, -0.436647, -1.337252
0.431026, 0.001769, 0.887306, -0.378280, 0.121380, -0.721840, 0.001994, -0.452198, -1.325751
0.434320, 0.012078, 0.885110, -0.378280, 0.121380, -0.721840, 0.013645, -0.456140, -1.325751
0.451461, 0.011224, 0.870775, -0.378700, 0.112560, -0.718060, 0.012889, -0.478271, -1.347335
0.459635, 0.010065, 0.867237, -0.383040, 0.108080, -0.719880, 0.011605, -0.487330, -1.361232
0.466345, 0.020862, 0.862418, -0.376320, 0.108920, -0.716940, 0.024185, -0.495585, -1.354510
0.480985, -0.006893, 0.855891, -0.373800, 0.095340, -0.719180, -0.008053, -0.511973, -1.386514
0.485133, -0.003904, 0.851499, -0.374780, 0.095340, -0.717920, -0.004585, -0.517868, -1.387141
0.496357, -0.009943, 0.844118, -0.374780, 0.091840, -0.717920, -0.011779, -0.531533, -1.395931
0.500444, -0.026535, 0.840519, -0.372400, 0.088060, -0.716240, -0.031559, -0.536810, -1.404045
0.508130, -0.000122, 0.836371, -0.372540, 0.076020, -0.713300, -0.000146, -0.545946, -1.434951
0.512583, 0.001891, 0.843813, -0.377720, 0.078960, -0.714280, 0.002241, -0.545886, -1.430170
0.524234, 0.000488, 0.833016, -0.376880, 0.077000, -0.708960, 0.000586, -0.561700, -1.434711
0.529907, 0.001220, 0.826550, -0.376880, 0.077000, -0.708960, 0.001476, -0.570098, -1.434711
0.540582, 0.002928, 0.819474, -0.377720, 0.070980, -0.711200, 0.003573, -0.583140, -1.450495
0.550891, 0.004453, 0.803919, -0.368620, 0.070280, -0.707840, 0.005539, -0.600755, -1.447850
0.564006, 0.002379, 0.792634, -0.371840, 0.057260, -0.710500, 0.003001, -0.618440, -1.483455
0.566202, 0.010675, 0.798124, -0.374220, 0.057820, -0.711060, 0.013374, -0.616975, -1.482950
0.575230, 0.025193, 0.790194, -0.374220, 0.057820, -0.711060, 0.031871, -0.629004, -1.482950
0.592737, -0.008113, 0.790926, -0.366800, 0.053480, -0.717780, -0.010257, -0.643106, -1.491465
0.590846, -0.002257, 0.778482, -0.369600, 0.051240, -0.711340, -0.002899, -0.649216, -1.498488
